,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_activation,param_dropout,param_epochs,param_neurons,param_optimizer,param_shape,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,4.192065620422364,0.018550920486450195,0.8069584736251403,0.8521333343839135,relu,0.0,1000,16,adam,none,"{'activation': 'relu', 'dropout': 0.0, 'epochs': 1000, 'neurons': 16, 'optimizer': 'adam', 'shape': 'none'}",737,0.776536312849162,0.8553370786516854,0.797752808988764,0.8597475455820477,0.8202247191011236,0.8499298737727911,0.7696629213483146,0.8583450210378681,0.8707865168539326,0.8373071528751753,0.0544749739147696,0.0023842778922411427,0.036466289828176845,0.00814243375637542
1,4.9579767227172855,0.024393367767333984,0.8282828282828283,0.8919768504656697,relu,0.0,1000,16,adam,one,"{'activation': 'relu', 'dropout': 0.0, 'epochs': 1000, 'neurons': 16, 'optimizer': 'adam', 'shape': 'one'}",10,0.8212290502793296,0.8974719101123596,0.8146067415730337,0.908835904628331,0.8258426966292135,0.8863955119214586,0.7921348314606742,0.8906030855539971,0.8876404494382022,0.876577840112202,0.08164636386258232,0.004526800640881992,0.03183500001118385,0.010812876376099671
2,5.655118322372436,0.026937150955200197,0.813692480359147,0.9029185117481129,relu,0.0,1000,16,adam,two,"{'activation': 'relu', 'dropout': 0.0, 'epochs': 1000, 'neurons': 16, 'optimizer': 'adam', 'shape': 'two'}",549,0.7877094972067039,0.9044943820224719,0.8089887640449438,0.9298737727910238,0.8146067415730337,0.8892005610098177,0.7865168539325843,0.8976157082748948,0.8707865168539326,0.8934081346423562,0.09570718473663802,0.0036734936437954756,0.030642576895481798,0.014393183350743823
3,4.232483053207398,0.01967935562133789,0.8125701459034792,0.8369821296310889,relu,0.0,1000,16,adagrad,none,"{'activation': 'relu', 'dropout': 0.0, 'epochs': 1000, 'neurons': 16, 'optimizer': 'adagrad', 'shape': 'none'}",591,0.7877094972067039,0.8412921348314607,0.8033707865168539,0.8330995792426368,0.8258426966292135,0.8387096774193549,0.7865168539325843,0.8429172510518934,0.8595505617977528,0.8288920056100981,0.1537022544183539,0.002523551901184302,0.027437263487165544,0.005240430071311874
4,4.564971828460694,0.019889402389526366,0.8125701459034792,0.8597089367603259,relu,0.0,1000,16,adagrad,one,"{'activation': 'relu', 'dropout': 0.0, 'epochs': 1000, 'neurons': 16, 'optimizer': 'adagrad', 'shape': 'one'}",591,0.7877094972067039,0.8623595505617978,0.797752808988764,0.8695652173913043,0.8202247191011236,0.8569424964936886,0.7808988764044944,0.8597475455820477,0.8764044943820225,0.8499298737727911,0.07391414320875599,0.0036902785080745078,0.0345567780649489,0.006441378372760209
5,5.113972234725952,0.02789130210876465,0.8148148148148148,0.8585877050601194,relu,0.0,1000,16,adagrad,two,"{'activation': 'relu', 'dropout': 0.0, 'epochs': 1000, 'neurons': 16, 'optimizer': 'adagrad', 'shape': 'two'}",496,0.7877094972067039,0.8651685393258427,0.797752808988764,0.8653576437587658,0.8370786516853933,0.8625525946704067,0.7808988764044944,0.8597475455820477,0.8707865168539326,0.8401122019635343,0.1777565307576439,0.00358640485406004,0.03406528789210184,0.00946096447458021
6,4.225858163833618,0.016660118103027345,0.8103254769921436,0.854378161589738,relu,0.0,1000,16,rmsprop,none,"{'activation': 'relu', 'dropout': 0.0, 'epochs': 1000, 'neurons': 16, 'optimizer': 'rmsprop', 'shape': 'none'}",666,0.8044692737430168,0.8581460674157303,0.7808988764044944,0.8667601683029453,0.8146067415730337,0.8485273492286115,0.7752808988764045,0.8667601683029453,0.8764044943820225,0.8316970546984572,0.25061151798947734,0.0024963577293109595,0.03607212421476534,0.01318703840825668
7,4.68084716796875,0.02115011215209961,0.8237934904601572,0.8757044140126385,relu,0.0,1000,16,rmsprop,one,"{'activation': 'relu', 'dropout': 0.0, 'epochs': 1000, 'neurons': 16, 'optimizer': 'rmsprop', 'shape': 'one'}",70,0.8156424581005587,0.8862359550561798,0.8033707865168539,0.8835904628330996,0.8258426966292135,0.8779803646563815,0.7865168539325843,0.8737727910238429,0.8876404494382022,0.8569424964936886,0.1167530679252455,0.004136416691021328,0.03448883296765484,0.01033463874977707
8,5.213899087905884,0.029957151412963866,0.8282828282828283,0.8605469057787165,relu,0.0,1000,16,rmsprop,two,"{'activation': 'relu', 'dropout': 0.0, 'epochs': 1000, 'neurons': 16, 'optimizer': 'rmsprop', 'shape': 'two'}",10,0.7932960893854749,0.8497191011235955,0.8089887640449438,0.8779803646563815,0.8539325842696629,0.8681626928471248,0.7921348314606742,0.8639551192145862,0.8932584269662921,0.8429172510518934,0.10582390817290314,0.00771629998916288,0.039448404625021416,0.012661656284795212
9,4.680718660354614,0.01950387954711914,0.8013468013468014,0.8515731125013788,relu,0.0,1000,16,adadelta,none,"{'activation': 'relu', 'dropout': 0.0, 'epochs': 1000, 'neurons': 16, 'optimizer': 'adadelta', 'shape': 'none'}",809,0.770949720670391,0.8581460674157303,0.7865168539325843,0.8541374474053296,0.8202247191011236,0.8513323983169705,0.7808988764044944,0.8597475455820477,0.848314606741573,0.8345021037868162,0.10874071277009888,0.0023828671308704715,0.028722584028080794,0.009034137345062877
