,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_AddPoly__degree,param_LR__C,param_LR__penalty,param_LR__solver,params,rank_test_score,split0_test_score,split0_train_score,split10_test_score,split10_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
21,6.131434007124468,0.034402327104048294,0.8170594837261503,0.835354042722697,3,1,l1,saga,"{'AddPoly__degree': 3, 'LR__C': 1, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",18,0.7926829268292683,0.8331273176761433,0.85,0.8286066584463625,0.8148148148148148,0.8382716049382716,0.8395061728395061,0.8333333333333334,0.8024691358024691,0.8407407407407408,0.8271604938271605,0.8320987654320988,0.8395061728395061,0.837037037037037,0.7901234567901234,0.8395061728395061,0.7777777777777778,0.837037037037037,0.8024691358024691,0.8407407407407408,0.8518518518518519,0.828395061728395,1.0710673467013458,0.015306502538013812,0.024666646835509128,0.004296333920782556
22,1.8560173078016802,0.030904076316139915,0.797979797979798,0.9196418004852404,3,10,l1,liblinear,"{'AddPoly__degree': 3, 'LR__C': 10, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",54,0.7560975609756098,0.92336217552534,0.85,0.9149198520345253,0.7407407407407407,0.9185185185185185,0.7654320987654321,0.9209876543209876,0.7407407407407407,0.9222222222222223,0.8641975308641975,0.917283950617284,0.8148148148148148,0.9271604938271605,0.7530864197530864,0.917283950617284,0.8395061728395061,0.9234567901234568,0.8024691358024691,0.9197530864197531,0.8518518518518519,0.9111111111111111,0.278359811492843,0.005123804616975905,0.046113354337934974,0.004273156190804643
23,7.255703861063177,0.04351420836015181,0.8170594837261503,0.8372613190104148,3,10,l1,saga,"{'AddPoly__degree': 3, 'LR__C': 10, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",18,0.7926829268292683,0.8318912237330037,0.8625,0.8335388409371147,0.7901234567901234,0.8432098765432099,0.8395061728395061,0.8358024691358025,0.8024691358024691,0.8407407407407408,0.8271604938271605,0.8345679012345679,0.8395061728395061,0.8382716049382716,0.7777777777777778,0.8407407407407408,0.7777777777777778,0.837037037037037,0.8024691358024691,0.8432098765432099,0.8765432098765432,0.8308641975308642,0.9687771477654633,0.02652452250213471,0.0323705307568876,0.0041456995949492766
24,17.348534887487236,0.03505791317332874,0.7811447811447811,0.9424242263444375,3,100,l1,liblinear,"{'AddPoly__degree': 3, 'LR__C': 100, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",58,0.7317073170731707,0.9419035846724351,0.8375,0.9420468557336621,0.691358024691358,0.9469135802469136,0.7407407407407407,0.9493827160493827,0.7407407407407407,0.9382716049382716,0.8641975308641975,0.9382716049382716,0.8024691358024691,0.9432098765432099,0.7160493827160493,0.9444444444444444,0.8271604938271605,0.945679012345679,0.7654320987654321,0.9419753086419753,0.8765432098765432,0.9345679012345679,9.180813490505026,0.010942086554480257,0.06029674016799269,0.0040529721249939745
25,7.85860445282676,0.03523616357283159,0.8170594837261503,0.8374857859015484,3,100,l1,saga,"{'AddPoly__degree': 3, 'LR__C': 100, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",18,0.8048780487804879,0.8318912237330037,0.8625,0.8335388409371147,0.7777777777777778,0.8432098765432099,0.8395061728395061,0.8358024691358025,0.8024691358024691,0.8407407407407408,0.8271604938271605,0.8345679012345679,0.8395061728395061,0.8382716049382716,0.7777777777777778,0.8432098765432099,0.7777777777777778,0.837037037037037,0.8024691358024691,0.8432098765432099,0.8765432098765432,0.8308641975308642,1.1825282341428582,0.011686820484649451,0.032880684463679644,0.004387790895338091
26,71.58679656548934,0.04801607131958008,0.7687991021324355,0.948597067561228,3,1000,l1,liblinear,"{'AddPoly__degree': 3, 'LR__C': 1000, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",60,0.7804878048780488,0.9480840543881335,0.825,0.9482120838471023,0.691358024691358,0.9555555555555556,0.7037037037037037,0.9580246913580247,0.691358024691358,0.9493827160493827,0.8271604938271605,0.9419753086419753,0.8024691358024691,0.9469135802469136,0.7037037037037037,0.9469135802469136,0.8024691358024691,0.9506172839506173,0.7777777777777778,0.9506172839506173,0.8518518518518519,0.9382716049382716,52.769891623955175,0.023449898190099377,0.05750785880662429,0.005245109941664117
27,8.065325823697178,0.06142945723100142,0.8181818181818182,0.8370368521192812,3,1000,l1,saga,"{'AddPoly__degree': 3, 'LR__C': 1000, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",12,0.8048780487804879,0.8318912237330037,0.8625,0.8335388409371147,0.7901234567901234,0.8407407407407408,0.8395061728395061,0.8345679012345679,0.8024691358024691,0.8407407407407408,0.8271604938271605,0.8345679012345679,0.8395061728395061,0.837037037037037,0.7777777777777778,0.8432098765432099,0.7777777777777778,0.837037037037037,0.8024691358024691,0.8432098765432099,0.8765432098765432,0.8308641975308642,0.6255685655440103,0.03413232502985901,0.031710587080300445,0.0041850026427272015
28,0.16441930424083362,0.004027995196255771,0.734006734006734,0.7457925612561319,2,0.001,l2,newton-cg,"{'AddPoly__degree': 2, 'LR__C': 0.001, 'LR__penalty': 'l2', 'LR__solver': 'newton-cg'}",63,0.6219512195121951,0.7527812113720643,0.825,0.7410604192355117,0.6419753086419753,0.7518518518518519,0.7530864197530864,0.7407407407407407,0.7407407407407407,0.7567901234567901,0.7407407407407407,0.7481481481481481,0.7037037037037037,0.7407407407407407,0.7160493827160493,0.7506172839506173,0.8148148148148148,0.745679012345679,0.7777777777777778,0.7395061728395061,0.7407407407407407,0.7358024691358025,0.1209762997763581,0.0007810045364609775,0.05995866728969205,0.006382488887597516
29,0.024664033542979847,0.0034592151641845703,0.734006734006734,0.7457925612561319,2,0.001,l2,lbfgs,"{'AddPoly__degree': 2, 'LR__C': 0.001, 'LR__penalty': 'l2', 'LR__solver': 'lbfgs'}",63,0.6219512195121951,0.7527812113720643,0.825,0.7410604192355117,0.6419753086419753,0.7518518518518519,0.7530864197530864,0.7407407407407407,0.7407407407407407,0.7567901234567901,0.7407407407407407,0.7481481481481481,0.7037037037037037,0.7407407407407407,0.7160493827160493,0.7506172839506173,0.8148148148148148,0.745679012345679,0.7777777777777778,0.7395061728395061,0.7407407407407407,0.7358024691358025,0.003025013322152834,0.0002449397254795072,0.05995866728969205,0.006382488887597516
30,0.3623369173570113,0.003798896616155451,0.734006734006734,0.744445898640413,2,0.001,l2,sag,"{'AddPoly__degree': 2, 'LR__C': 0.001, 'LR__penalty': 'l2', 'LR__solver': 'sag'}",63,0.6219512195121951,0.754017305315204,0.825,0.7410604192355117,0.6296296296296297,0.7506172839506173,0.7407407407407407,0.7382716049382716,0.7654320987654321,0.7506172839506173,0.7407407407407407,0.7407407407407407,0.7037037037037037,0.7419753086419754,0.7160493827160493,0.7469135802469136,0.8148148148148148,0.7469135802469136,0.7777777777777778,0.7407407407407407,0.7407407407407407,0.737037037037037,0.054551388413338384,0.000929539547041219,0.062226693643800415,0.005376696627729769
