,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_loss,param_max_features,param_n_estimators,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split10_test_score,split10_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.014489303935657848,0.0005369836633855647,0.7968574635241302,0.8071819167116778,friedman_mse,deviance,auto,10,0.1,"{'criterion': 'friedman_mse', 'loss': 'deviance', 'max_features': 'auto', 'n_estimators': 10, 'subsample': 0.1}",4602,0.8048780487804879,0.8009888751545118,0.7875,0.8101109741060419,0.7283950617283951,0.8024691358024691,0.7901234567901234,0.8197530864197531,0.8641975308641975,0.8012345679012346,0.8395061728395061,0.8012345679012346,0.7901234567901234,0.8098765432098766,0.7777777777777778,0.817283950617284,0.8148148148148148,0.8037037037037037,0.7777777777777778,0.8197530864197531,0.7901234567901234,0.7925925925925926,0.0031354918273318365,0.00014608369735519096,0.03354627529736155,0.008475700138558992
1,0.017435940829190342,0.0006470246748490767,0.8170594837261503,0.8300781010319763,friedman_mse,deviance,auto,10,0.2,"{'criterion': 'friedman_mse', 'loss': 'deviance', 'max_features': 'auto', 'n_estimators': 10, 'subsample': 0.2}",3426,0.8048780487804879,0.8294190358467244,0.8375,0.8335388409371147,0.7654320987654321,0.828395061728395,0.8024691358024691,0.8382716049382716,0.8518518518518519,0.8271604938271605,0.8765432098765432,0.8271604938271605,0.8024691358024691,0.8333333333333334,0.8024691358024691,0.8222222222222222,0.8024691358024691,0.8419753086419753,0.7777777777777778,0.8271604938271605,0.8641975308641975,0.8222222222222222,0.004555910801412884,0.00032915673152659146,0.03383602995472795,0.00590442253794397
2,0.014049595052545721,0.00037709149447354406,0.8069584736251403,0.8327736442501135,friedman_mse,deviance,auto,10,0.30000000000000004,"{'criterion': 'friedman_mse', 'loss': 'deviance', 'max_features': 'auto', 'n_estimators': 10, 'subsample': 0.30000000000000004}",4301,0.8048780487804879,0.8405438813349815,0.8125,0.8273736128236745,0.7530864197530864,0.8358024691358025,0.7901234567901234,0.8382716049382716,0.8518518518518519,0.837037037037037,0.8765432098765432,0.8234567901234567,0.8024691358024691,0.825925925925926,0.7654320987654321,0.8320987654320988,0.7901234567901234,0.8382716049382716,0.7654320987654321,0.837037037037037,0.8641975308641975,0.8246913580246914,0.0022403717473980563,8.254920472894612e-05,0.03943526242098212,0.005992364176269886
3,0.013684857975352894,0.0004357641393488104,0.8181818181818182,0.8328856009177626,friedman_mse,deviance,auto,10,0.4,"{'criterion': 'friedman_mse', 'loss': 'deviance', 'max_features': 'auto', 'n_estimators': 10, 'subsample': 0.4}",3253,0.8170731707317073,0.8405438813349815,0.8375,0.8298397040690506,0.7530864197530864,0.8333333333333334,0.8271604938271605,0.8395061728395061,0.8271604938271605,0.8308641975308642,0.8641975308641975,0.8222222222222222,0.8271604938271605,0.828395061728395,0.8024691358024691,0.8358024691358025,0.7901234567901234,0.8345679012345679,0.7901234567901234,0.8358024691358025,0.8641975308641975,0.8308641975308642,0.0007959082332523339,0.00010689654672767302,0.03148652404385254,0.004989537134009971
4,0.014184128154407848,0.00040013139898126775,0.8103254769921436,0.8326614118309172,friedman_mse,deviance,auto,10,0.5,"{'criterion': 'friedman_mse', 'loss': 'deviance', 'max_features': 'auto', 'n_estimators': 10, 'subsample': 0.5}",4139,0.7682926829268293,0.8442521631644005,0.8375,0.8310727496917386,0.7407407407407407,0.8320987654320988,0.8148148148148148,0.8358024691358025,0.8024691358024691,0.8234567901234567,0.8641975308641975,0.8246913580246914,0.8641975308641975,0.8407407407407408,0.7530864197530864,0.8333333333333334,0.7901234567901234,0.8382716049382716,0.8148148148148148,0.8358024691358025,0.8641975308641975,0.8197530864197531,0.0007859525332693205,4.188550523685359e-05,0.04248314889024095,0.007192113111121186
5,0.016645930030129173,0.0009279901331121272,0.8159371492704826,0.8315365815842625,friedman_mse,deviance,auto,10,0.6000000000000001,"{'criterion': 'friedman_mse', 'loss': 'deviance', 'max_features': 'auto', 'n_estimators': 10, 'subsample': 0.6000000000000001}",3591,0.8414634146341463,0.826946847960445,0.85,0.8360049321824907,0.7654320987654321,0.8358024691358025,0.8148148148148148,0.8345679012345679,0.7901234567901234,0.8333333333333334,0.8518518518518519,0.8296296296296296,0.8518518518518519,0.8197530864197531,0.7777777777777778,0.8333333333333334,0.7901234567901234,0.8407407407407408,0.7777777777777778,0.8320987654320988,0.8641975308641975,0.8246913580246914,0.0034639921210185753,0.0016474123856238436,0.03504720524432309,0.005634730347770386
6,0.015916737643155186,0.0004941550168124112,0.8204264870931538,0.8343443582479663,friedman_mse,deviance,auto,10,0.7000000000000001,"{'criterion': 'friedman_mse', 'loss': 'deviance', 'max_features': 'auto', 'n_estimators': 10, 'subsample': 0.7000000000000001}",2826,0.8292682926829268,0.8380716934487021,0.85,0.8298397040690506,0.7654320987654321,0.8419753086419753,0.8395061728395061,0.8333333333333334,0.8271604938271605,0.837037037037037,0.8641975308641975,0.825925925925926,0.8395061728395061,0.828395061728395,0.7901234567901234,0.837037037037037,0.7901234567901234,0.8395061728395061,0.7654320987654321,0.8419753086419753,0.8641975308641975,0.8246913580246914,0.001425579249786388,0.00016854883745940643,0.03494602968852554,0.005971598151619553
7,0.01583810286088423,0.00043682618574662644,0.8181818181818182,0.8337833290669677,friedman_mse,deviance,auto,10,0.8,"{'criterion': 'friedman_mse', 'loss': 'deviance', 'max_features': 'auto', 'n_estimators': 10, 'subsample': 0.8}",3253,0.8292682926829268,0.8368355995055624,0.8625,0.8273736128236745,0.7530864197530864,0.8395061728395061,0.8271604938271605,0.8320987654320988,0.8395061728395061,0.8382716049382716,0.8518518518518519,0.8296296296296296,0.8395061728395061,0.8308641975308642,0.7777777777777778,0.8358024691358025,0.7901234567901234,0.8345679012345679,0.7654320987654321,0.8432098765432099,0.8641975308641975,0.8234567901234567,0.001468999546845823,0.00014104494125137166,0.03783357349811386,0.005494611946343018
8,0.02031475847417658,0.00042993372136896306,0.8204264870931538,0.8340066871358135,friedman_mse,deviance,auto,10,0.9,"{'criterion': 'friedman_mse', 'loss': 'deviance', 'max_features': 'auto', 'n_estimators': 10, 'subsample': 0.9}",2826,0.8414634146341463,0.830655129789864,0.8625,0.8310727496917386,0.7407407407407407,0.8345679012345679,0.8271604938271605,0.8395061728395061,0.8271604938271605,0.8333333333333334,0.8518518518518519,0.8271604938271605,0.8641975308641975,0.8358024691358025,0.7777777777777778,0.8333333333333334,0.7901234567901234,0.837037037037037,0.7654320987654321,0.8395061728395061,0.8765432098765432,0.8320987654320988,0.0069707606983768974,4.9405242796467155e-05,0.043118196328582756,0.003624032975626639
9,0.014219544150612572,0.00046227195046164775,0.819304152637486,0.8338952860767403,friedman_mse,deviance,auto,10,1.0,"{'criterion': 'friedman_mse', 'loss': 'deviance', 'max_features': 'auto', 'n_estimators': 10, 'subsample': 1.0}",3041,0.8292682926829268,0.8380716934487021,0.8625,0.8310727496917386,0.7407407407407407,0.8296296296296296,0.8271604938271605,0.8345679012345679,0.8271604938271605,0.8358024691358025,0.8641975308641975,0.8271604938271605,0.8641975308641975,0.8345679012345679,0.7777777777777778,0.8345679012345679,0.7901234567901234,0.837037037037037,0.7654320987654321,0.8407407407407408,0.8641975308641975,0.8296296296296296,0.0009357885712628187,8.210021699412553e-05,0.04238718351633104,0.003918297357521891
