,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.5382813453674317,0.0007886886596679688,0.797979797979798,0.9228441355267858,logistic,0.0001,"(8,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (8,), 'solver': 'lbfgs'}",420,0.8044692737430168,0.9101123595505618,0.7653631284916201,0.9353932584269663,0.8146067415730337,0.9298737727910238,0.7696629213483146,0.9326788218793829,0.8361581920903954,0.9061624649859944,0.2246141075862487,1.9157344532395946e-05,0.026965868622984477,0.012198308020580723
1,0.5817201614379883,0.0007570266723632812,0.8035914702581369,0.8319340852309217,logistic,0.0001,"(8,)",adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (8,), 'solver': 'adam'}",401,0.7877094972067039,0.8356741573033708,0.8156424581005587,0.8342696629213483,0.8033707865168539,0.8302945301542777,0.797752808988764,0.8345021037868162,0.8135593220338984,0.8249299719887955,0.04651727626730127,1.3812977449175602e-05,0.010315396901713885,0.003944198897531104
2,1.3204827785491944,0.0008671760559082031,0.8035914702581369,0.9270544823820132,logistic,0.0001,"(8, 8)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (8, 8), 'solver': 'lbfgs'}",401,0.7988826815642458,0.9241573033707865,0.7597765363128491,0.9508426966292135,0.8370786516853933,0.9298737727910238,0.7808988764044944,0.9046283309957924,0.8418079096045198,0.9257703081232493,0.03339645701098829,3.359838063687046e-05,0.03173581233120388,0.014743151299696403
3,0.8408886432647705,0.0005963325500488281,0.8114478114478114,0.8364229539145345,logistic,0.0001,"(8, 8)",adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (8, 8), 'solver': 'adam'}",277,0.7988826815642458,0.8342696629213483,0.8100558659217877,0.8412921348314607,0.8202247191011236,0.8387096774193549,0.8089887640449438,0.8401122019635343,0.8192090395480226,0.8277310924369747,0.18583891527443677,0.00010586487257056351,0.007789175723325826,0.0049544665989938695
4,1.8203581809997558,0.000675201416015625,0.7777777777777778,0.9155568997537713,logistic,0.0001,"(8, 8, 8)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (8, 8, 8), 'solver': 'lbfgs'}",500,0.7932960893854749,0.9073033707865169,0.7486033519553073,0.9367977528089888,0.7921348314606742,0.9158485273492286,0.7696629213483146,0.9340813464235624,0.7853107344632768,0.8837535014005602,0.10294626414772942,3.2261830957168866e-05,0.016881358163477047,0.01935970504329056
5,0.9141649723052978,0.0006565093994140625,0.7665544332210998,0.7946281208797559,logistic,0.0001,"(8, 8, 8)",adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (8, 8, 8), 'solver': 'adam'}",682,0.7877094972067039,0.8441011235955056,0.7988826815642458,0.8384831460674157,0.6179775280898876,0.6157082748948106,0.797752808988764,0.8415147265077139,0.8305084745762712,0.8333333333333334,0.4443012152959963,5.0879128085190964e-05,0.07561018085375523,0.08953167012581371
6,0.5016738891601562,0.0007456302642822266,0.6430976430976431,0.6761898736518419,logistic,0.0001,"(8, 8, 8, 8)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (8, 8, 8, 8), 'solver': 'lbfgs'}",890,0.6145251396648045,0.6165730337078652,0.6145251396648045,0.6165730337078652,0.6179775280898876,0.6157082748948106,0.7528089887640449,0.9158485273492286,0.615819209039548,0.6162464985994398,0.9808789246197928,5.347481588808689e-05,0.05483172503743831,0.11982974380573037
7,0.128090763092041,0.0007107734680175781,0.6161616161616161,0.6161618231609582,logistic,0.0001,"(8, 8, 8, 8)",adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (8, 8, 8, 8), 'solver': 'adam'}",892,0.6145251396648045,0.6165730337078652,0.6145251396648045,0.6165730337078652,0.6179775280898876,0.6157082748948106,0.6179775280898876,0.6157082748948106,0.615819209039548,0.6162464985994398,0.04853561173089055,1.4334806780876627e-05,0.0015546240413378074,0.00038904246994592466
8,1.4248783111572265,0.0006529808044433594,0.7833894500561167,0.9545502812751872,logistic,0.0001,"(16,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (16,), 'solver': 'lbfgs'}",469,0.7597765363128491,0.9592696629213483,0.7821229050279329,0.9564606741573034,0.8033707865168539,0.9607293127629734,0.7696629213483146,0.9523141654978962,0.8022598870056498,0.9439775910364145,0.10026988570708828,8.792959945190052e-06,0.01733430956588164,0.006014725045547865
9,0.7229009628295898,0.0005748748779296875,0.8103254769921436,0.8327763900996679,logistic,0.0001,"(16,)",adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (16,), 'solver': 'adam'}",312,0.7988826815642458,0.8412921348314607,0.8212290502793296,0.8342696629213483,0.8146067415730337,0.8246844319775596,0.8033707865168539,0.8359046283309958,0.8135593220338984,0.8277310924369747,0.07622086834090872,2.8636602326403504e-05,0.008098844973297199,0.005923992931192598
10,2.6647311210632325,0.0008129119873046875,0.7867564534231201,0.947819337640977,logistic,0.0001,"(16, 16)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (16, 16), 'solver': 'lbfgs'}",453,0.7262569832402235,0.9606741573033708,0.7932960893854749,0.949438202247191,0.8033707865168539,0.9453015427769986,0.7696629213483146,0.9495091164095372,0.8418079096045198,0.9341736694677871,0.1207207266252139,2.7608665570955677e-05,0.03820318841415999,0.008523684817289743
11,0.9414208889007568,0.0007446765899658203,0.8148148148148148,0.8389482893398468,logistic,0.0001,"(16, 16)",adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (16, 16), 'solver': 'adam'}",171,0.8100558659217877,0.8384831460674157,0.8156424581005587,0.8441011235955056,0.8202247191011236,0.8401122019635343,0.797752808988764,0.8401122019635343,0.8305084745762712,0.8319327731092437,0.06345364799285544,4.148554527284701e-05,0.01084517682913715,0.003967238644276191
12,3.758256530761719,0.00094146728515625,0.7934904601571269,0.9469817692114588,logistic,0.0001,"(16, 16, 16)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (16, 16, 16), 'solver': 'lbfgs'}",431,0.7653631284916201,0.9592696629213483,0.7653631284916201,0.973314606741573,0.8146067415730337,0.9116409537166901,0.7640449438202247,0.9481065918653576,0.8587570621468926,0.9425770308123249,0.08447382247120973,3.7115088175192245e-05,0.03776745565434767,0.02056234836012534
13,1.0803462505340575,0.0008774757385253906,0.7710437710437711,0.792601156635811,logistic,0.0001,"(16, 16, 16)",adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (16, 16, 16), 'solver': 'adam'}",615,0.6145251396648045,0.6165730337078652,0.7988826815642458,0.8384831460674157,0.8033707865168539,0.8359046283309958,0.8089887640449438,0.8401122019635343,0.8305084745762712,0.8319327731092437,0.5464116627677698,3.231063502703997e-05,0.07922228864263171,0.08805739396454988
14,0.02397575378417969,0.001007843017578125,0.6161616161616161,0.6161618231609582,logistic,0.0001,"(16, 16, 16, 16)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (16, 16, 16, 16), 'solver': 'lbfgs'}",892,0.6145251396648045,0.6165730337078652,0.6145251396648045,0.6165730337078652,0.6179775280898876,0.6157082748948106,0.6179775280898876,0.6157082748948106,0.615819209039548,0.6162464985994398,0.0026633722486960948,2.6709862205142556e-05,0.0015546240413378074,0.00038904246994592466
