,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_penalty,param_solver,params,rank_test_score,split0_test_score,split0_train_score,split10_test_score,split10_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0024625388058749113,0.000564011660489169,0.6161616161616161,0.6161616484922875,0.001,l1,liblinear,"{'C': 0.001, 'penalty': 'l1', 'solver': 'liblinear'}",34,0.6097560975609756,0.6168108776266996,0.6125,0.6165228113440198,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.0011520674982239067,0.00047326326831216575,0.0024516384267728054,0.00024594336285746834
1,0.10571859099648216,0.00037806684320623225,0.6161616161616161,0.6161616484922875,0.001,l1,saga,"{'C': 0.001, 'penalty': 'l1', 'solver': 'saga'}",34,0.6097560975609756,0.6168108776266996,0.6125,0.6165228113440198,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.002179291248340492,0.00022325485218872726,0.0024516384267728054,0.00024594336285746834
2,0.001807126131924716,0.00024617802013050425,0.622895622895623,0.6333412736778185,0.01,l1,liblinear,"{'C': 0.01, 'penalty': 'l1', 'solver': 'liblinear'}",32,0.6341463414634146,0.688504326328801,0.6125,0.6177558569667078,0.6296296296296297,0.662962962962963,0.6296296296296297,0.6246913580246913,0.6172839506172839,0.6197530864197531,0.6419753086419753,0.6308641975308642,0.6172839506172839,0.6197530864197531,0.6049382716049383,0.6493827160493827,0.6172839506172839,0.6172839506172839,0.6172839506172839,0.6172839506172839,0.6296296296296297,0.6185185185185185,0.0002430726714547624,7.757494325294344e-05,0.010372082437890357,0.022575658396757025
3,0.10595789822665128,0.0002742247147993608,0.6195286195286195,0.6195286528856616,0.01,l1,saga,"{'C': 0.01, 'penalty': 'l1', 'solver': 'saga'}",33,0.6097560975609756,0.6205191594561187,0.6125,0.6202219482120839,0.6172839506172839,0.6197530864197531,0.6296296296296297,0.6185185185185185,0.6172839506172839,0.6197530864197531,0.6172839506172839,0.6197530864197531,0.6172839506172839,0.6197530864197531,0.6172839506172839,0.6197530864197531,0.6172839506172839,0.6197530864197531,0.6296296296296297,0.6185185185185185,0.6296296296296297,0.6185185185185185,0.0030512687921763954,4.9599276936976576e-05,0.006618124348106693,0.0006623030384511223
4,0.009377371181141247,0.0003210414539683949,0.8092031425364759,0.8106635098999054,0.1,l1,liblinear,"{'C': 0.1, 'penalty': 'l1', 'solver': 'liblinear'}",24,0.8170731707317073,0.8145859085290482,0.8,0.8027127003699137,0.7901234567901234,0.8160493827160494,0.8395061728395061,0.8074074074074075,0.7777777777777778,0.8148148148148148,0.8765432098765432,0.808641975308642,0.8024691358024691,0.8111111111111111,0.7901234567901234,0.8098765432098766,0.8024691358024691,0.8123456790123457,0.8024691358024691,0.8111111111111111,0.8024691358024691,0.808641975308642,0.007927152317870051,5.0220562645477786e-05,0.026105245468913015,0.003661428589895515
5,0.10471200942993164,0.00034874135797674006,0.8013468013468014,0.8066217209435433,0.1,l1,saga,"{'C': 0.1, 'penalty': 'l1', 'solver': 'saga'}",25,0.7804878048780488,0.8108776266996292,0.7875,0.8113440197287299,0.7777777777777778,0.8061728395061728,0.8271604938271605,0.8061728395061728,0.8024691358024691,0.7987654320987654,0.8395061728395061,0.8037037037037037,0.8024691358024691,0.8074074074074075,0.7654320987654321,0.8111111111111111,0.8024691358024691,0.8098765432098766,0.8148148148148148,0.8049382716049382,0.8148148148148148,0.8024691358024691,0.0024608874357048382,0.0002182925856220701,0.02124369188945818,0.0038434795793604306
6,0.03164187344637784,0.0002595728093927557,0.8294051627384961,0.8362514968309722,1,l1,liblinear,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",1,0.8170731707317073,0.8393077873918418,0.85,0.8384710234278668,0.7901234567901234,0.8395061728395061,0.8271604938271605,0.837037037037037,0.8148148148148148,0.8419753086419753,0.8765432098765432,0.8320987654320988,0.8271604938271605,0.8407407407407408,0.8148148148148148,0.8358024691358025,0.8148148148148148,0.8320987654320988,0.8395061728395061,0.8320987654320988,0.8518518518518519,0.8296296296296296,0.007767014525545501,4.370226696006128e-05,0.022547949857539478,0.003979250928694084
7,0.10454188693653453,0.00032743540677157313,0.8282828282828283,0.8350169285876144,1,l1,saga,"{'C': 1, 'penalty': 'l1', 'solver': 'saga'}",5,0.8170731707317073,0.8380716934487021,0.85,0.8372379778051788,0.7901234567901234,0.8382716049382716,0.8271604938271605,0.837037037037037,0.8148148148148148,0.8358024691358025,0.8765432098765432,0.8320987654320988,0.8271604938271605,0.8382716049382716,0.8024691358024691,0.8358024691358025,0.8148148148148148,0.8320987654320988,0.8395061728395061,0.8296296296296296,0.8518518518518519,0.8308641975308642,0.0019821534071152295,3.819953384977447e-05,0.023532039636881504,0.0030757850147767516
8,0.08367622982371938,0.0002653382041237571,0.8181818181818182,0.836813217956765,10,l1,liblinear,"{'C': 10, 'penalty': 'l1', 'solver': 'liblinear'}",22,0.7926829268292683,0.8405438813349815,0.8375,0.8347718865598027,0.7901234567901234,0.8358024691358025,0.8271604938271605,0.8358024691358025,0.7777777777777778,0.8444444444444444,0.8641975308641975,0.8333333333333334,0.8024691358024691,0.837037037037037,0.8148148148148148,0.8419753086419753,0.7901234567901234,0.8407407407407408,0.8641975308641975,0.8296296296296296,0.8395061728395061,0.8308641975308642,0.024977317307919838,4.7622387043032626e-05,0.02901770085445535,0.004467975135173543
9,0.1230218843980269,0.00031538443131880325,0.8271604938271605,0.839619055122305,10,l1,saga,"{'C': 10, 'penalty': 'l1', 'solver': 'saga'}",6,0.8048780487804879,0.8442521631644005,0.85,0.8384710234278668,0.7901234567901234,0.837037037037037,0.8271604938271605,0.8358024691358025,0.7901234567901234,0.8469135802469135,0.8765432098765432,0.837037037037037,0.8024691358024691,0.8419753086419753,0.8148148148148148,0.845679012345679,0.8148148148148148,0.8432098765432099,0.8641975308641975,0.8320987654320988,0.8641975308641975,0.8333333333333334,0.03891341363091651,3.609514671441994e-05,0.029936229067164942,0.004815956368537865
