,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,rank_test_score,split0_test_score,split0_train_score,split10_test_score,split10_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,8.366333441300826,0.0017996918071400035,0.7789001122334456,0.9734012207982854,logistic,0.0001,"(100,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",97,0.7317073170731707,0.9777503090234858,0.8125,0.9728729963008631,0.7530864197530864,0.9777777777777777,0.7037037037037037,0.971604938271605,0.7160493827160493,0.9765432098765432,0.8765432098765432,0.9691358024691358,0.8148148148148148,0.9703703703703703,0.7283950617283951,0.9703703703703703,0.8271604938271605,0.9728395061728395,0.8148148148148148,0.9703703703703703,0.7901234567901234,0.9777777777777777,0.1520747740120362,0.0001560982672863142,0.052881020420041246,0.003256717499339608
1,1.491433317011053,0.0020199472253972835,0.7811447811447811,0.7902350792031059,logistic,0.0001,"(100,)",adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'solver': 'adam'}",82,0.7439024390243902,0.792336217552534,0.8125,0.7977805178791615,0.7037037037037037,0.7987654320987654,0.8024691358024691,0.7777777777777778,0.8148148148148148,0.7851851851851852,0.7901234567901234,0.782716049382716,0.8148148148148148,0.8,0.7407407407407407,0.7777777777777778,0.7777777777777778,0.8,0.8024691358024691,0.8098765432098766,0.7901234567901234,0.7703703703703704,0.19676388250723828,0.000531007163136534,0.03484263707511181,0.011668225798041942
2,19.549926432696257,0.002089977264404297,0.7620650953984287,0.9693610928515518,logistic,0.0001,"(64, 64)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (64, 64), 'solver': 'lbfgs'}",141,0.6951219512195121,0.9752781211372065,0.7625,0.967940813810111,0.7407407407407407,0.9777777777777777,0.7283950617283951,0.9691358024691358,0.7777777777777778,0.9641975308641976,0.8148148148148148,0.9691358024691358,0.8024691358024691,0.9691358024691358,0.6666666666666666,0.9728395061728395,0.8024691358024691,0.9728395061728395,0.7777777777777778,0.9654320987654321,0.8148148148148148,0.9592592592592593,0.45820918718120474,0.0002119537876819786,0.047242096118307285,0.005012406390195387
3,1.605117602781816,0.0017221190712668679,0.7497194163860831,0.751177701756908,logistic,0.0001,"(64, 64)",adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (64, 64), 'solver': 'adam'}",156,0.7682926829268293,0.792336217552534,0.825,0.7990135635018496,0.691358024691358,0.7777777777777778,0.7654320987654321,0.7777777777777778,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.8024691358024691,0.8049382716049382,0.7037037037037037,0.7962962962962963,0.8271604938271605,0.7345679012345679,0.8148148148148148,0.7518518518518519,0.8148148148148148,0.7962962962962963,0.8542089514772732,0.00016368183953977344,0.0763065545388043,0.06684762888442984
4,7.432659192518755,0.0008011731234463779,0.7665544332210998,0.953085021836435,logistic,0.0001,"(32, 32)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (32, 32), 'solver': 'lbfgs'}",133,0.7682926829268293,0.9493201483312732,0.7625,0.9617755856966708,0.6790123456790124,0.9604938271604938,0.7283950617283951,0.9679012345679012,0.7901234567901234,0.9580246913580247,0.8271604938271605,0.9259259259259259,0.7654320987654321,0.9691358024691358,0.7407407407407407,0.9444444444444444,0.8148148148148148,0.9543209876543209,0.7777777777777778,0.9234567901234568,0.7777777777777778,0.9691358024691358,0.11238363665403894,5.8022238311107455e-05,0.03886601716118878,0.01536052193673288
5,1.360105579549616,0.0008435466072776101,0.745230078563412,0.7558744360472452,logistic,0.0001,"(32, 32)",adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (32, 32), 'solver': 'adam'}",161,0.6097560975609756,0.6168108776266996,0.8125,0.7755856966707768,0.691358024691358,0.782716049382716,0.7901234567901234,0.7876543209876543,0.6172839506172839,0.6160493827160494,0.7901234567901234,0.7679012345679013,0.7777777777777778,0.7839506172839507,0.7160493827160493,0.7962962962962963,0.7654320987654321,0.7901234567901234,0.7901234567901234,0.7975308641975308,0.8395061728395061,0.8,0.6601684861428936,5.232478829373921e-05,0.0735927261455087,0.06635363068234738
6,2.9314455769278784,0.0005855343558571556,0.7811447811447811,0.929407778101649,logistic,0.0001,"(16, 16)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (16, 16), 'solver': 'lbfgs'}",82,0.7439024390243902,0.9493201483312732,0.7875,0.9260172626387176,0.691358024691358,0.937037037037037,0.8024691358024691,0.8975308641975308,0.8024691358024691,0.9197530864197531,0.8148148148148148,0.9358024691358025,0.8148148148148148,0.9358024691358025,0.7160493827160493,0.9234567901234568,0.8024691358024691,0.9518518518518518,0.7654320987654321,0.9074074074074074,0.8518518518518519,0.9395061728395062,0.08378355830752618,4.7234943565025276e-05,0.045348131153835965,0.01590449657665048
7,0.8752374215559526,0.0005723779851740056,0.7396184062850729,0.7528613384081335,logistic,0.0001,"(16, 16)",adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (16, 16), 'solver': 'adam'}",164,0.7560975609756098,0.7799752781211372,0.7875,0.7854500616522812,0.691358024691358,0.7765432098765432,0.7654320987654321,0.7703703703703704,0.8271604938271605,0.7790123456790123,0.8024691358024691,0.7802469135802469,0.6172839506172839,0.6160493827160494,0.7160493827160493,0.7975308641975308,0.7530864197530864,0.8024691358024691,0.6172839506172839,0.6160493827160494,0.8024691358024691,0.7777777777777778,0.4152967327476985,4.3795463055700456e-05,0.06860097990661629,0.06509474510473025
8,5.0888354778289795,0.0012638568878173828,0.7800224466891134,0.9668923715317121,logistic,0.0001,"(64,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'solver': 'lbfgs'}",89,0.6951219512195121,0.9728059332509271,0.825,0.9617755856966708,0.7160493827160493,0.9679012345679012,0.7654320987654321,0.9666666666666667,0.7530864197530864,0.9691358024691358,0.8641975308641975,0.9629629629629629,0.8148148148148148,0.9666666666666667,0.7407407407407407,0.971604938271605,0.8395061728395061,0.9740740740740741,0.8148148148148148,0.9592592592592593,0.7530864197530864,0.9629629629629629,0.0997804694609092,0.00020084412802067128,0.051908527149424205,0.004574975657230186
9,0.8661301136016846,0.0011675791306929154,0.7744107744107744,0.7796884566548393,logistic,0.0001,"(64,)",adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'solver': 'adam'}",113,0.7439024390243902,0.792336217552534,0.825,0.7681874229346486,0.7037037037037037,0.7938271604938272,0.8271604938271605,0.8024691358024691,0.8271604938271605,0.7839506172839507,0.7530864197530864,0.7444444444444445,0.7901234567901234,0.7716049382716049,0.7407407407407407,0.7679012345679013,0.7530864197530864,0.7975308641975308,0.7901234567901234,0.7913580246913581,0.7654320987654321,0.762962962962963,0.21991501241882044,0.00011198129910426537,0.03890781599898746,0.01708258727806879
