,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_features,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.029941248893737792,0.0019585847854614257,0.8058361391694725,0.9694493366724979,gini,auto,10,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 10}",134,0.7555555555555555,0.9725343320848939,0.7555555555555555,0.9750312109862672,0.7640449438202247,0.9738154613466334,0.8539325842696629,0.9688279301745636,0.8539325842696629,0.9638403990024937,0.797752808988764,0.9688279301745636,0.797752808988764,0.9738154613466334,0.797752808988764,0.9688279301745636,0.8314606741573034,0.9650872817955112,0.8522727272727273,0.9638854296388543,0.006294577225283736,0.0005846493031824045,0.038019272216409015,0.004017509315624569
1,0.04742727279663086,0.002618861198425293,0.8125701459034792,0.9797986249482566,gini,auto,20,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 20}",60,0.7222222222222222,0.982521847690387,0.7888888888888889,0.9837702871410736,0.7752808988764045,0.9812967581047382,0.8426966292134831,0.9750623441396509,0.8539325842696629,0.9788029925187033,0.8089887640449438,0.9775561097256857,0.7865168539325843,0.9825436408977556,0.8089887640449438,0.9775561097256857,0.8876404494382022,0.9775561097256857,0.8522727272727273,0.9813200498132005,0.00985541956706784,0.00042962212996739557,0.04550363373015488,0.0027165153269853325
2,0.060759758949279784,0.0029871225357055663,0.8092031425364759,0.9841627151115283,gini,auto,30,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 30}",96,0.7444444444444445,0.9837702871410736,0.7888888888888889,0.9837702871410736,0.7415730337078652,0.986284289276808,0.8539325842696629,0.9825436408977556,0.8426966292134831,0.9850374064837906,0.8089887640449438,0.9850374064837906,0.8202247191011236,0.986284289276808,0.7640449438202247,0.9850374064837906,0.8651685393258427,0.9812967581047382,0.8636363636363636,0.9825653798256538,0.007695246681847678,0.0003646080296921192,0.04533649956958019,0.0015808858017471704
3,0.08148612976074218,0.003973245620727539,0.8058361391694725,0.9857838191836388,gini,auto,40,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 40}",134,0.7222222222222222,0.9850187265917603,0.7777777777777778,0.9862671660424469,0.7415730337078652,0.9900249376558603,0.8539325842696629,0.9850374064837906,0.8426966292134831,0.9875311720698254,0.8202247191011236,0.9850374064837906,0.8314606741573034,0.986284289276808,0.7528089887640449,0.983790523690773,0.8539325842696629,0.983790523690773,0.8636363636363636,0.9850560398505604,0.004578252073244021,0.00041147652670614433,0.04993173179523882,0.0017804541447875195
4,0.10197861194610595,0.004981446266174317,0.8125701459034792,0.9851600668433068,gini,auto,50,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 50}",60,0.7333333333333333,0.9850187265917603,0.7777777777777778,0.9850187265917603,0.7415730337078652,0.9900249376558603,0.8426966292134831,0.983790523690773,0.8539325842696629,0.986284289276808,0.8426966292134831,0.9850374064837906,0.8202247191011236,0.9850374064837906,0.7865168539325843,0.9825436408977556,0.8651685393258427,0.9825436408977556,0.8636363636363636,0.9863013698630136,0.0031330681711539267,0.00016971652180498758,0.04711396093531568,0.0020462277451540277
5,0.12205841541290283,0.005951309204101562,0.8069584736251403,0.9862825726885565,gini,auto,60,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 60}",121,0.7777777777777778,0.9862671660424469,0.7777777777777778,0.9862671660424469,0.7303370786516854,0.9900249376558603,0.8651685393258427,0.9850374064837906,0.8314606741573034,0.9875311720698254,0.8089887640449438,0.9850374064837906,0.8089887640449438,0.986284289276808,0.7640449438202247,0.986284289276808,0.8539325842696629,0.983790523690773,0.8522727272727273,0.9863013698630136,0.002473240557150868,0.00014275214417903607,0.04201027388503497,0.0015772227452820582
6,0.14472723007202148,0.006720948219299317,0.8125701459034792,0.9862825726885565,gini,auto,70,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 70}",60,0.7666666666666667,0.9862671660424469,0.7777777777777778,0.9862671660424469,0.7640449438202247,0.9900249376558603,0.8314606741573034,0.9850374064837906,0.8651685393258427,0.9875311720698254,0.797752808988764,0.9850374064837906,0.8202247191011236,0.986284289276808,0.7640449438202247,0.986284289276808,0.8764044943820225,0.983790523690773,0.8636363636363636,0.9863013698630136,0.006422781579599103,0.00023972857241128607,0.042542732413459086,0.0015772227452820582
7,0.16550052165985107,0.007788562774658203,0.8035914702581369,0.9861578844092547,gini,auto,80,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 80}",149,0.7666666666666667,0.9862671660424469,0.7777777777777778,0.9862671660424469,0.7528089887640449,0.9900249376558603,0.8426966292134831,0.9850374064837906,0.8314606741573034,0.986284289276808,0.8089887640449438,0.9850374064837906,0.797752808988764,0.986284289276808,0.7415730337078652,0.986284289276808,0.8651685393258427,0.983790523690773,0.8522727272727273,0.9863013698630136,0.0033931698878355288,0.00018734507168764958,0.04118589721313865,0.001521901663845863
8,0.18519208431243897,0.008616042137145997,0.8114478114478114,0.9860331961299529,gini,auto,90,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 90}",73,0.7666666666666667,0.9862671660424469,0.7888888888888889,0.9862671660424469,0.7528089887640449,0.9887780548628429,0.8426966292134831,0.983790523690773,0.8539325842696629,0.9875311720698254,0.8202247191011236,0.9850374064837906,0.8089887640449438,0.986284289276808,0.7528089887640449,0.986284289276808,0.8764044943820225,0.983790523690773,0.8522727272727273,0.9863013698630136,0.005309536514091614,0.00017576281848330727,0.042580512463333796,0.0014538374828735614
9,0.2046079158782959,0.009458255767822266,0.8125701459034792,0.9862825726885565,gini,auto,100,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 100}",60,0.7777777777777778,0.9862671660424469,0.7888888888888889,0.9862671660424469,0.7640449438202247,0.9900249376558603,0.8539325842696629,0.9850374064837906,0.8539325842696629,0.9875311720698254,0.797752808988764,0.9850374064837906,0.8089887640449438,0.986284289276808,0.7640449438202247,0.986284289276808,0.8539325842696629,0.983790523690773,0.8636363636363636,0.9863013698630136,0.0038622004440287344,0.00021252396770335383,0.0379839232970633,0.0015772227452820582
10,0.2378307819366455,0.013443231582641602,0.8103254769921436,0.9862825726885565,gini,auto,110,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 110}",83,0.7777777777777778,0.9862671660424469,0.7888888888888889,0.9862671660424469,0.7415730337078652,0.9900249376558603,0.8651685393258427,0.9850374064837906,0.8426966292134831,0.9875311720698254,0.8202247191011236,0.9850374064837906,0.797752808988764,0.986284289276808,0.7528089887640449,0.986284289276808,0.8651685393258427,0.983790523690773,0.8522727272727273,0.9863013698630136,0.01062042463575412,0.006693193796053507,0.04313857248308679,0.0015772227452820582
11,0.2649935007095337,0.011736154556274414,0.8148148148148148,0.9862825726885565,gini,auto,120,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 120}",48,0.7666666666666667,0.9862671660424469,0.8,0.9862671660424469,0.7528089887640449,0.9900249376558603,0.8426966292134831,0.9850374064837906,0.8539325842696629,0.9875311720698254,0.8314606741573034,0.9850374064837906,0.8089887640449438,0.986284289276808,0.7640449438202247,0.986284289276808,0.8764044943820225,0.983790523690773,0.8522727272727273,0.9863013698630136,0.04128485273003716,0.0010852097446172495,0.04094989510537822,0.0015772227452820582
12,0.26892762184143065,0.012288117408752441,0.8080808080808081,0.9861578844092547,gini,auto,130,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 130}",107,0.7666666666666667,0.9862671660424469,0.7666666666666667,0.9862671660424469,0.7528089887640449,0.9900249376558603,0.8426966292134831,0.9850374064837906,0.8539325842696629,0.9875311720698254,0.8202247191011236,0.9850374064837906,0.8089887640449438,0.9850374064837906,0.7528089887640449,0.986284289276808,0.8651685393258427,0.983790523690773,0.8522727272727273,0.9863013698630136,0.004319020423703457,0.00029810823086505467,0.04265822005602419,0.0016208417610369616
13,0.29159328937530515,0.013353276252746581,0.813692480359147,0.9862825726885565,gini,auto,140,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 140}",54,0.7888888888888889,0.9862671660424469,0.8111111111111111,0.9862671660424469,0.7191011235955056,0.9900249376558603,0.8314606741573034,0.9850374064837906,0.8539325842696629,0.9875311720698254,0.8314606741573034,0.9850374064837906,0.8202247191011236,0.986284289276808,0.7640449438202247,0.986284289276808,0.8651685393258427,0.983790523690773,0.8522727272727273,0.9863013698630136,0.009188902595175527,0.0010737353019945374,0.04293647330767884,0.0015772227452820582
14,0.3201094388961792,0.014333057403564452,0.8047138047138047,0.9862825726885565,gini,auto,150,"{'criterion': 'gini', 'max_features': 'auto', 'n_estimators': 150}",143,0.7222222222222222,0.9862671660424469,0.8111111111111111,0.9862671660424469,0.7078651685393258,0.9900249376558603,0.8426966292134831,0.9850374064837906,0.8651685393258427,0.9875311720698254,0.8202247191011236,0.9850374064837906,0.8089887640449438,0.986284289276808,0.7640449438202247,0.986284289276808,0.8539325842696629,0.983790523690773,0.8522727272727273,0.9863013698630136,0.013878051416483283,0.0001609568330303319,0.0528584768281381,0.0015772227452820582
