,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_AddPoly__degree,param_LR__C,param_LR__penalty,param_LR__solver,params,rank_test_score,split0_test_score,split0_train_score,split10_test_score,split10_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0085962252183394,0.002697142687710849,0.6161616161616161,0.6161616484922875,2,0.001,l1,liblinear,"{'AddPoly__degree': 2, 'LR__C': 0.001, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",67,0.6097560975609756,0.6168108776266996,0.6125,0.6165228113440198,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.0022857155183004275,0.0005874177788155225,0.0024516384267728054,0.00024594336285746834
1,0.01382047479802912,0.0024836063385009766,0.6161616161616161,0.6161616484922875,2,0.001,l1,saga,"{'AddPoly__degree': 2, 'LR__C': 0.001, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",67,0.6097560975609756,0.6168108776266996,0.6125,0.6165228113440198,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.6172839506172839,0.6160493827160494,0.001033339888609276,0.000345207948419318,0.0024516384267728054,0.00024594336285746834
2,0.006770502437244762,0.002557581121271307,0.7351290684624018,0.7371472584542563,2,0.01,l1,liblinear,"{'AddPoly__degree': 2, 'LR__C': 0.01, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",66,0.7317073170731707,0.73053152039555,0.725,0.7484586929716399,0.654320987654321,0.737037037037037,0.7283950617283951,0.7358024691358025,0.7901234567901234,0.7419753086419754,0.7530864197530864,0.7222222222222222,0.7407407407407407,0.7493827160493827,0.7530864197530864,0.745679012345679,0.7407407407407407,0.7469135802469136,0.7160493827160493,0.7222222222222222,0.7530864197530864,0.7283950617283951,0.001456333191282939,0.0005517262100715283,0.03177659998124352,0.009708664665958579
3,0.1683666922829368,0.002039172432639382,0.7396184062850729,0.7520773591405715,2,0.01,l1,saga,"{'AddPoly__degree': 2, 'LR__C': 0.01, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",65,0.6707317073170732,0.7589616810877626,0.7625,0.749691738594328,0.654320987654321,0.7604938271604939,0.7407407407407407,0.7518518518518519,0.7530864197530864,0.7506172839506173,0.7283950617283951,0.7530864197530864,0.8148148148148148,0.745679012345679,0.6790123456790124,0.7580246913580246,0.7901234567901234,0.7469135802469136,0.7901234567901234,0.7469135802469136,0.7530864197530864,0.7506172839506173,0.008978891269796533,8.399291879150823e-05,0.0500143869515986,0.004851368420904911
4,0.011199951171875,0.00217548283663663,0.8114478114478114,0.8262628544590057,2,0.1,l1,liblinear,"{'AddPoly__degree': 2, 'LR__C': 0.1, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",36,0.8048780487804879,0.8244746600741656,0.8125,0.8224414303329223,0.7654320987654321,0.8296296296296296,0.8271604938271605,0.8222222222222222,0.8024691358024691,0.8234567901234567,0.8518518518518519,0.8296296296296296,0.8395061728395061,0.825925925925926,0.7777777777777778,0.825925925925926,0.7654320987654321,0.8296296296296296,0.8024691358024691,0.837037037037037,0.8765432098765432,0.8185185185185185,0.0023281504254004403,0.0005258782835248371,0.03368118103132818,0.004789115914264064
5,0.26021734150973236,0.0019368908622048118,0.8148148148148148,0.8285079399057115,2,0.1,l1,saga,"{'AddPoly__degree': 2, 'LR__C': 0.1, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",32,0.8170731707317073,0.8294190358467244,0.8125,0.8236744759556104,0.7654320987654321,0.825925925925926,0.8271604938271605,0.8234567901234567,0.8148148148148148,0.8296296296296296,0.8518518518518519,0.8333333333333334,0.8395061728395061,0.828395061728395,0.7777777777777778,0.828395061728395,0.7777777777777778,0.8320987654320988,0.8024691358024691,0.8333333333333334,0.8765432098765432,0.825925925925926,0.009408728879889614,4.9271426105914574e-05,0.032035809270652214,0.0033545995331138606
6,0.053139751607721504,0.0019165385853160512,0.8170594837261503,0.8372617358879085,2,1,l1,liblinear,"{'AddPoly__degree': 2, 'LR__C': 1, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",25,0.7804878048780488,0.8380716934487021,0.85,0.8360049321824907,0.7530864197530864,0.8395061728395061,0.8148148148148148,0.8382716049382716,0.7901234567901234,0.8382716049382716,0.8641975308641975,0.8296296296296296,0.8271604938271605,0.8358024691358025,0.7777777777777778,0.8419753086419753,0.8024691358024691,0.8407407407407408,0.8148148148148148,0.8444444444444444,0.9135802469135802,0.8271604938271605,0.01000949076134263,4.606449368890682e-05,0.04332758444510591,0.004839598937881966
7,0.3084991628473455,0.001961794766512784,0.819304152637486,0.8363633147675393,2,1,l1,saga,"{'AddPoly__degree': 2, 'LR__C': 1, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",19,0.7926829268292683,0.8380716934487021,0.8375,0.840937114673243,0.7654320987654321,0.8358024691358025,0.8271604938271605,0.8358024691358025,0.7901234567901234,0.837037037037037,0.8518518518518519,0.8308641975308642,0.8271604938271605,0.8358024691358025,0.8024691358024691,0.8395061728395061,0.8024691358024691,0.8395061728395061,0.8148148148148148,0.8432098765432099,0.9012345679012346,0.8234567901234567,0.010752233950953595,0.0001175395581444466,0.034746525087965316,0.0051228981419446035
8,1.359264698895541,0.0026885162700306287,0.8058361391694725,0.8535362822296148,2,10,l1,liblinear,"{'AddPoly__degree': 2, 'LR__C': 10, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",43,0.7926829268292683,0.8553770086526576,0.85,0.8471023427866831,0.7901234567901234,0.8518518518518519,0.8024691358024691,0.8604938271604938,0.7654320987654321,0.8567901234567902,0.8148148148148148,0.8444444444444444,0.8148148148148148,0.8481481481481481,0.7407407407407407,0.8617283950617284,0.8271604938271605,0.8555555555555555,0.8148148148148148,0.854320987654321,0.8518518518518519,0.8530864197530864,0.3609081883047107,0.002227721807740418,0.03168546575398214,0.005137348890732366
9,0.3748121044852517,0.0019207650964910333,0.8170594837261503,0.8377098389942996,2,10,l1,saga,"{'AddPoly__degree': 2, 'LR__C': 10, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",25,0.7804878048780488,0.8368355995055624,0.85,0.842170160295931,0.7777777777777778,0.8419753086419753,0.8148148148148148,0.8358024691358025,0.7777777777777778,0.8419753086419753,0.8641975308641975,0.8320987654320988,0.8271604938271605,0.837037037037037,0.7901234567901234,0.8432098765432099,0.8024691358024691,0.8407407407407408,0.8024691358024691,0.8382716049382716,0.9012345679012346,0.8246913580246914,0.049421387177684975,8.51073327343097e-05,0.03823087948010976,0.005238453088521362
