,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_decision_function_shape,param_degree,param_kernel,params,rank_test_score,split0_test_score,split0_train_score,split10_test_score,split10_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
269,0.022058833729137074,0.0018279118971391158,0.6812570145903479,0.686419249309555,800.0002,ovr,,sigmoid,"{'C': 800.0002, 'decision_function_shape': 'ovr', 'kernel': 'sigmoid'}",241,0.7073170731707317,0.6798516687268232,0.625,0.6843403205918619,0.6666666666666666,0.6876543209876543,0.6049382716049383,0.6938271604938272,0.691358024691358,0.682716049382716,0.7530864197530864,0.6753086419753086,0.654320987654321,0.6925925925925925,0.7037037037037037,0.682716049382716,0.7283950617283951,0.6876543209876543,0.654320987654321,0.6814814814814815,0.7037037037037037,0.7024691358024692,0.000916911452786331,0.0001110197158292249,0.04241892298726671,0.007238448861460568
270,0.1868197050961581,0.0018981586803089488,0.8159371492704826,0.9141416679970568,850.00015,ovo,,rbf,"{'C': 850.00015, 'decision_function_shape': 'ovo', 'kernel': 'rbf'}",131,0.8048780487804879,0.9171817058096415,0.85,0.9149198520345253,0.7654320987654321,0.9135802469135802,0.7654320987654321,0.9197530864197531,0.7777777777777778,0.9160493827160494,0.9012345679012346,0.908641975308642,0.8518518518518519,0.9160493827160494,0.7777777777777778,0.9185185185185185,0.8395061728395061,0.9098765432098765,0.8148148148148148,0.9148148148148149,0.8271604938271605,0.9061728395061729,0.017975597939957882,7.568861336007765e-05,0.041045207873503284,0.004050582958084926
271,37.89407270604914,0.0011301474137739701,0.7867564534231201,0.7920337249479142,850.00015,ovo,,linear,"{'C': 850.00015, 'decision_function_shape': 'ovo', 'kernel': 'linear'}",201,0.8292682926829268,0.8084054388133498,0.775,0.7879161528976573,0.7654320987654321,0.8209876543209876,0.8024691358024691,0.7851851851851852,0.7901234567901234,0.7864197530864198,0.8518518518518519,0.7802469135802469,0.7654320987654321,0.7888888888888889,0.7530864197530864,0.7901234567901234,0.7407407407407407,0.7913580246913581,0.7777777777777778,0.7876543209876543,0.8024691358024691,0.7851851851851852,20.84458442838852,4.411649472518702e-05,0.031550522713512254,0.011364789742567038
272,0.02175107869234952,0.0017347552559592507,0.6790123456790124,0.6855213817450208,850.00015,ovo,,sigmoid,"{'C': 850.00015, 'decision_function_shape': 'ovo', 'kernel': 'sigmoid'}",247,0.7073170731707317,0.6798516687268232,0.625,0.6843403205918619,0.6666666666666666,0.6876543209876543,0.6049382716049383,0.6938271604938272,0.691358024691358,0.682716049382716,0.7530864197530864,0.6753086419753086,0.654320987654321,0.6925925925925925,0.7037037037037037,0.682716049382716,0.7037037037037037,0.6777777777777778,0.654320987654321,0.6814814814814815,0.7037037037037037,0.7024691358024692,0.002075619880626712,4.952343736022e-05,0.040473840869271825,0.007631444290245819
273,0.2244241020896218,0.0026159069754860616,0.8159371492704826,0.9141416679970568,850.00015,ovr,,rbf,"{'C': 850.00015, 'decision_function_shape': 'ovr', 'kernel': 'rbf'}",131,0.8048780487804879,0.9171817058096415,0.85,0.9149198520345253,0.7654320987654321,0.9135802469135802,0.7654320987654321,0.9197530864197531,0.7777777777777778,0.9160493827160494,0.9012345679012346,0.908641975308642,0.8518518518518519,0.9160493827160494,0.7777777777777778,0.9185185185185185,0.8395061728395061,0.9098765432098765,0.8148148148148148,0.9148148148148149,0.8271604938271605,0.9061728395061729,0.02896008202808096,0.0014854972222756258,0.041045207873503284,0.004050582958084926
274,37.756410186940975,0.0011424151333895597,0.7867564534231201,0.7920337249479142,850.00015,ovr,,linear,"{'C': 850.00015, 'decision_function_shape': 'ovr', 'kernel': 'linear'}",201,0.8292682926829268,0.8084054388133498,0.775,0.7879161528976573,0.7654320987654321,0.8209876543209876,0.8024691358024691,0.7851851851851852,0.7901234567901234,0.7864197530864198,0.8518518518518519,0.7802469135802469,0.7654320987654321,0.7888888888888889,0.7530864197530864,0.7901234567901234,0.7407407407407407,0.7913580246913581,0.7777777777777778,0.7876543209876543,0.8024691358024691,0.7851851851851852,21.41100891471312,5.525153500446686e-05,0.031550522713512254,0.011364789742567038
275,0.0219310847195712,0.0017586187882856889,0.6790123456790124,0.6855213817450208,850.00015,ovr,,sigmoid,"{'C': 850.00015, 'decision_function_shape': 'ovr', 'kernel': 'sigmoid'}",247,0.7073170731707317,0.6798516687268232,0.625,0.6843403205918619,0.6666666666666666,0.6876543209876543,0.6049382716049383,0.6938271604938272,0.691358024691358,0.682716049382716,0.7530864197530864,0.6753086419753086,0.654320987654321,0.6925925925925925,0.7037037037037037,0.682716049382716,0.7037037037037037,0.6777777777777778,0.654320987654321,0.6814814814814815,0.7037037037037037,0.7024691358024692,0.002229447478361115,5.678757456101651e-05,0.040473840869271825,0.007631444290245819
276,0.21494043957103381,0.0024818290363658557,0.8159371492704826,0.9150399517548379,900.0001,ovo,,rbf,"{'C': 900.0001, 'decision_function_shape': 'ovo', 'kernel': 'rbf'}",131,0.7926829268292683,0.9208899876390606,0.8625,0.9149198520345253,0.7654320987654321,0.9160493827160494,0.7654320987654321,0.9185185185185185,0.7777777777777778,0.9160493827160494,0.9012345679012346,0.9074074074074074,0.8518518518518519,0.9160493827160494,0.7901234567901234,0.9185185185185185,0.8395061728395061,0.9148148148148149,0.8148148148148148,0.9160493827160494,0.8148148148148148,0.9061728395061729,0.02528196479316525,0.0014715666368222931,0.04160015902791823,0.004258105641519793
277,39.2303635857322,0.0011519085277210581,0.7867564534231201,0.7920337249479142,900.0001,ovo,,linear,"{'C': 900.0001, 'decision_function_shape': 'ovo', 'kernel': 'linear'}",201,0.8292682926829268,0.8084054388133498,0.775,0.7879161528976573,0.7654320987654321,0.8209876543209876,0.8024691358024691,0.7851851851851852,0.7901234567901234,0.7864197530864198,0.8518518518518519,0.7802469135802469,0.7654320987654321,0.7888888888888889,0.7530864197530864,0.7901234567901234,0.7407407407407407,0.7913580246913581,0.7777777777777778,0.7876543209876543,0.8024691358024691,0.7851851851851852,24.219170195710156,9.473173527110001e-05,0.031550522713512254,0.011364789742567038
278,0.030369346792047672,0.002010280435735529,0.6812570145903479,0.6865314827551218,900.0001,ovo,,sigmoid,"{'C': 900.0001, 'decision_function_shape': 'ovo', 'kernel': 'sigmoid'}",241,0.7073170731707317,0.6798516687268232,0.625,0.6843403205918619,0.6666666666666666,0.6876543209876543,0.6049382716049383,0.6938271604938272,0.691358024691358,0.682716049382716,0.7530864197530864,0.6753086419753086,0.654320987654321,0.6925925925925925,0.7037037037037037,0.682716049382716,0.7283950617283951,0.6876543209876543,0.654320987654321,0.6814814814814815,0.7037037037037037,0.7037037037037037,0.005529136688212748,0.0003353164022073332,0.04241892298726671,0.007491580174244188
