,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_AddPoly__degree,param_LR__C,param_LR__penalty,param_LR__solver,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.007902979850769043,0.0027543783187866213,0.6161616161616161,0.616161723169715,2,0.001,l1,liblinear,"{'AddPoly__degree': 2, 'LR__C': 0.001, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",69,0.6111111111111112,0.616729088639201,0.6111111111111112,0.616729088639201,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6136363636363636,0.6164383561643836,0.0019440785828424886,0.0008497340647109348,0.0028440380993940604,0.00031700110213568454
1,0.013306069374084472,0.002358698844909668,0.6161616161616161,0.616161723169715,2,0.001,l1,saga,"{'AddPoly__degree': 2, 'LR__C': 0.001, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",69,0.6111111111111112,0.616729088639201,0.6111111111111112,0.616729088639201,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6136363636363636,0.6164383561643836,0.0024706767624900912,0.0008482096021917835,0.0028440380993940604,0.00031700110213568454
2,0.006247091293334961,0.002261924743652344,0.7295173961840629,0.7353771465354522,2,0.01,l1,liblinear,"{'AddPoly__degree': 2, 'LR__C': 0.01, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",66,0.7222222222222222,0.7340823970037453,0.6555555555555556,0.7390761548064919,0.7303370786516854,0.7319201995012469,0.7865168539325843,0.7007481296758105,0.7640449438202247,0.7456359102244389,0.6966292134831461,0.7244389027431422,0.7528089887640449,0.7456359102244389,0.6966292134831461,0.7518703241895262,0.7640449438202247,0.7319201995012469,0.7272727272727273,0.7484433374844334,0.0010843782572504542,0.0006109502657390606,0.0373023593000075,0.014182061591870425
3,0.2001429319381714,0.0022504329681396484,0.7418630751964085,0.7522158242622743,2,0.01,l1,saga,"{'AddPoly__degree': 2, 'LR__C': 0.01, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",64,0.6555555555555556,0.7615480649188514,0.6777777777777778,0.7590511860174781,0.7303370786516854,0.7531172069825436,0.7303370786516854,0.7531172069825436,0.7865168539325843,0.7506234413965087,0.7640449438202247,0.7493765586034913,0.7415730337078652,0.7518703241895262,0.797752808988764,0.7456359102244389,0.7752808988764045,0.7481296758104738,0.7613636363636364,0.7496886674968867,0.023581224142432505,7.336376389065075e-05,0.04362632133815367,0.004610127436616808
4,0.012410759925842285,0.002395153045654297,0.8047138047138047,0.8126960386916162,2,0.1,l1,liblinear,"{'AddPoly__degree': 2, 'LR__C': 0.1, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",50,0.8111111111111111,0.8114856429463171,0.7666666666666667,0.8139825218476904,0.7752808988764045,0.8192019950124688,0.8539325842696629,0.8104738154613467,0.8202247191011236,0.8067331670822943,0.797752808988764,0.8179551122194514,0.797752808988764,0.8092269326683291,0.7640449438202247,0.8204488778054863,0.8426966292134831,0.814214463840399,0.8181818181818182,0.8032378580323786,0.0014495179169061317,0.00025502352790607666,0.028979446428674574,0.005267860476010348
5,0.3091900110244751,0.0022114276885986327,0.8058361391694725,0.8158141812196031,2,0.1,l1,saga,"{'AddPoly__degree': 2, 'LR__C': 0.1, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",49,0.8,0.8177278401997503,0.7666666666666667,0.8202247191011236,0.7752808988764045,0.8216957605985037,0.8539325842696629,0.8104738154613467,0.8202247191011236,0.8129675810473815,0.797752808988764,0.8179551122194514,0.8089887640449438,0.814214463840399,0.7640449438202247,0.8216957605985037,0.8539325842696629,0.8129675810473815,0.8181818181818182,0.8082191780821918,0.040652006420886386,0.00026594436074065875,0.030520713660782035,0.004492809950208342
6,0.037749195098876955,0.0022058486938476562,0.8181818181818182,0.8421248207754889,2,1,l1,liblinear,"{'AddPoly__degree': 2, 'LR__C': 1, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",18,0.8,0.8389513108614233,0.7888888888888889,0.8476903870162297,0.7752808988764045,0.8491271820448878,0.8314606741573034,0.8366583541147132,0.8539325842696629,0.8341645885286783,0.8089887640449438,0.8416458852867831,0.8089887640449438,0.8466334164588528,0.797752808988764,0.8466334164588528,0.8764044943820225,0.8341645885286783,0.8409090909090909,0.8455790784557908,0.0077721290196230775,0.0001983911926982894,0.02995636034566636,0.00547273929671409
7,0.33751664161682127,0.0021671295166015626,0.819304152637486,0.8346425865333883,2,1,l1,saga,"{'AddPoly__degree': 2, 'LR__C': 1, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",10,0.8,0.8339575530586767,0.7777777777777778,0.8339575530586767,0.7865168539325843,0.8428927680798005,0.8539325842696629,0.8341645885286783,0.8426966292134831,0.8316708229426434,0.797752808988764,0.8366583541147132,0.8202247191011236,0.8354114713216958,0.8089887640449438,0.8366583541147132,0.8651685393258427,0.8266832917705735,0.8409090909090909,0.8343711083437111,0.008509210382511626,8.193001843141408e-05,0.028407243449764502,0.003875639217391993
8,1.05325186252594,0.002271747589111328,0.8204264870931538,0.8632008802207055,2,10,l1,liblinear,"{'AddPoly__degree': 2, 'LR__C': 10, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}",7,0.8111111111111111,0.8651685393258427,0.7666666666666667,0.8651685393258427,0.7415730337078652,0.8665835411471322,0.8426966292134831,0.8665835411471322,0.9101123595505618,0.8553615960099751,0.797752808988764,0.8703241895261845,0.797752808988764,0.8615960099750624,0.797752808988764,0.8678304239401496,0.8764044943820225,0.8541147132169576,0.8636363636363636,0.8592777085927771,0.22602804501646925,0.00016285462682788008,0.0492568806329166,0.0051456977854350515
9,0.45041396617889407,0.002521705627441406,0.8159371492704826,0.8357649374882918,2,10,l1,saga,"{'AddPoly__degree': 2, 'LR__C': 10, 'LR__penalty': 'l1', 'LR__solver': 'saga'}",25,0.8,0.8352059925093633,0.7777777777777778,0.83645443196005,0.797752808988764,0.8466334164588528,0.8426966292134831,0.8341645885286783,0.8314606741573034,0.8316708229426434,0.797752808988764,0.8379052369077307,0.8202247191011236,0.8354114713216958,0.797752808988764,0.8379052369077307,0.8539325842696629,0.8254364089775561,0.8409090909090909,0.8368617683686177,0.0475661747963082,0.0003517341194878884,0.023980349798188742,0.005053739097665737
