,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_penalty,param_solver,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.002944612503051758,0.0004654407501220703,0.6161616161616161,0.616161723169715,0.001,l1,liblinear,"{'C': 0.001, 'penalty': 'l1', 'solver': 'liblinear'}",34,0.6111111111111112,0.616729088639201,0.6111111111111112,0.616729088639201,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6136363636363636,0.6164383561643836,0.00037094779236194233,0.00011101327182397833,0.0028440380993940604,0.00031700110213568454
1,0.0030503273010253906,0.0005609035491943359,0.6161616161616161,0.616161723169715,0.001,l1,saga,"{'C': 0.001, 'penalty': 'l1', 'solver': 'saga'}",34,0.6111111111111112,0.616729088639201,0.6111111111111112,0.616729088639201,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6179775280898876,0.6159600997506235,0.6136363636363636,0.6164383561643836,0.0007127255829347955,0.00015358217957982915,0.0028440380993940604,0.00031700110213568454
2,0.0035343408584594727,0.0004340171813964844,0.6240179573512907,0.6322609885036741,0.01,l1,liblinear,"{'C': 0.01, 'penalty': 'l1', 'solver': 'liblinear'}",32,0.6333333333333333,0.6803995006242197,0.6333333333333333,0.6704119850187266,0.6292134831460674,0.6321695760598504,0.6179775280898876,0.6172069825436409,0.6292134831460674,0.6321695760598504,0.6179775280898876,0.6197007481296758,0.6179775280898876,0.6172069825436409,0.6179775280898876,0.6172069825436409,0.6292134831460674,0.6184538653366584,0.6136363636363636,0.6176836861768369,0.0007140124199919447,8.730881856085674e-05,0.007130395046111083,0.022391058292553192
3,0.012440896034240723,0.0002646684646606445,0.6195286195286195,0.6195287748712943,0.01,l1,saga,"{'C': 0.01, 'penalty': 'l1', 'solver': 'saga'}",33,0.6111111111111112,0.6204744069912609,0.6111111111111112,0.6204744069912609,0.6292134831460674,0.6184538653366584,0.6179775280898876,0.6197007481296758,0.6179775280898876,0.6197007481296758,0.6179775280898876,0.6197007481296758,0.6179775280898876,0.6197007481296758,0.6292134831460674,0.6184538653366584,0.6292134831460674,0.6184538653366584,0.6136363636363636,0.6201743462017435,0.0038112338428683587,7.46417293477871e-05,0.006841907825774333,0.0007609069118275967
4,0.004918861389160156,0.0001916170120239258,0.8069584736251403,0.8095789873748395,0.1,l1,liblinear,"{'C': 0.1, 'penalty': 'l1', 'solver': 'liblinear'}",24,0.8222222222222222,0.815230961298377,0.7888888888888889,0.8114856429463171,0.7640449438202247,0.814214463840399,0.8651685393258427,0.8042394014962594,0.8089887640449438,0.8092269326683291,0.797752808988764,0.8092269326683291,0.8426966292134831,0.8029925187032418,0.7865168539325843,0.8129675810473815,0.8089887640449438,0.8129675810473815,0.7840909090909091,0.8032378580323786,0.0032048538718999937,2.6891893050976537e-05,0.02844605979440771,0.00438615405800771
5,0.020820355415344237,0.00019135475158691407,0.8024691358024691,0.8059606938394269,0.1,l1,saga,"{'C': 0.1, 'penalty': 'l1', 'solver': 'saga'}",25,0.7888888888888889,0.8089887640449438,0.7888888888888889,0.8039950062421972,0.7528089887640449,0.8079800498753117,0.8876404494382022,0.7967581047381546,0.8089887640449438,0.8067331670822943,0.7865168539325843,0.8092269326683291,0.8202247191011236,0.8029925187032418,0.7865168539325843,0.8129675810473815,0.8202247191011236,0.8017456359102244,0.7840909090909091,0.8082191780821918,0.0010732230044347114,1.2754480382697478e-05,0.034053172821884796,0.00440269927737238
6,0.029936623573303223,0.00028035640716552737,0.8260381593714927,0.8355166494269254,1,l1,liblinear,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",2,0.8111111111111111,0.8377028714107366,0.8111111111111111,0.8389513108614233,0.7752808988764045,0.8416458852867831,0.8651685393258427,0.827930174563591,0.8539325842696629,0.8379052369077307,0.797752808988764,0.8366583541147132,0.8202247191011236,0.8354114713216958,0.8202247191011236,0.8354114713216958,0.8539325842696629,0.830423940149626,0.8522727272727273,0.8331257783312578,0.011837452861584675,0.00010157204833435453,0.027665677982719607,0.003877905566208432
7,0.04660720825195312,0.0002084016799926758,0.8271604938271605,0.8356405605405242,1,l1,saga,"{'C': 1, 'penalty': 'l1', 'solver': 'saga'}",1,0.8111111111111111,0.8377028714107366,0.8111111111111111,0.83645443196005,0.7752808988764045,0.8379052369077307,0.8651685393258427,0.8291770573566085,0.8539325842696629,0.8391521197007481,0.8089887640449438,0.8366583541147132,0.8202247191011236,0.8366583541147132,0.8202247191011236,0.8354114713216958,0.8539325842696629,0.830423940149626,0.8522727272727273,0.8368617683686177,0.010002215367028871,3.3879514984669565e-05,0.026706728673963374,0.0030818981043664946
8,0.056196975708007815,0.000194549560546875,0.8170594837261503,0.8362652461000366,10,l1,liblinear,"{'C': 10, 'penalty': 'l1', 'solver': 'liblinear'}",18,0.7777777777777778,0.8426966292134831,0.8111111111111111,0.8377028714107366,0.7865168539325843,0.8403990024937655,0.8651685393258427,0.8354114713216958,0.8314606741573034,0.8316708229426434,0.8089887640449438,0.8379052369077307,0.797752808988764,0.8391521197007481,0.797752808988764,0.8354114713216958,0.8426966292134831,0.8291770573566085,0.8522727272727273,0.8331257783312578,0.008989079348182504,2.6324909433835758e-05,0.02781392028564196,0.003926910626325807
9,0.039110875129699706,0.00016028881072998046,0.8215488215488216,0.8383849480112978,10,l1,saga,"{'C': 10, 'penalty': 'l1', 'solver': 'saga'}",9,0.8,0.8439450686641697,0.8111111111111111,0.8401997503121099,0.7752808988764045,0.8416458852867831,0.8651685393258427,0.8329177057356608,0.8426966292134831,0.8391521197007481,0.797752808988764,0.8416458852867831,0.797752808988764,0.8416458852867831,0.8089887640449438,0.8354114713216958,0.8651685393258427,0.830423940149626,0.8522727272727273,0.8368617683686177,0.000761392152751649,2.8590761952423586e-05,0.030308967164981337,0.004136763968758225
10,0.14146833419799804,0.00021963119506835939,0.8204264870931538,0.8346436746429147,100,l1,liblinear,"{'C': 100, 'penalty': 'l1', 'solver': 'liblinear'}",10,0.7888888888888889,0.83645443196005,0.8,0.8352059925093633,0.7865168539325843,0.8391521197007481,0.8539325842696629,0.8329177057356608,0.8314606741573034,0.8341645885286783,0.8089887640449438,0.8354114713216958,0.8089887640449438,0.8391521197007481,0.797752808988764,0.8341645885286783,0.8764044943820225,0.830423940149626,0.8522727272727273,0.8293897882938979,0.02809412204519379,3.205303491773067e-05,0.02953686052156093,0.003060787570286286
11,0.04127557277679443,0.00015664100646972656,0.8170594837261503,0.837512129668475,100,l1,saga,"{'C': 100, 'penalty': 'l1', 'solver': 'saga'}",18,0.7888888888888889,0.8426966292134831,0.8111111111111111,0.8401997503121099,0.7752808988764045,0.8391521197007481,0.8651685393258427,0.8329177057356608,0.8314606741573034,0.8366583541147132,0.797752808988764,0.8403990024937655,0.797752808988764,0.8416458852867831,0.8089887640449438,0.8354114713216958,0.8539325842696629,0.830423940149626,0.8409090909090909,0.8356164383561644,0.0008665564381898073,2.6450067333964968e-05,0.02798120515576811,0.003772272305265527
